"lambda","xi","phi"
3.00969525277175,0.890394351132456,8.96114105333197
3.44833368656017,0.446113740936156,16.9289320830406
2.96006616335489,0.991082995742247,11.9196217895731
3.00969525277175,0.890394351132456,8.96114105333197
3.25197714625912,0.447189078530875,13.5664870739283
5.26686023474373,0.774035374311979,5.45378234978016
3.00969525277175,0.890394351132456,8.96114105333197
6.42313013332872,0.179325220958078,15.1133582732308
5.26686023474373,0.774035374311979,5.45378234978016
3.00969525277175,0.890394351132456,8.96114105333197
4.79704459235651,0.242704405461702,29.1681006352263
3.43893062179858,0.691450347386919,8.66109413110281
3.03931160996731,0.98086656205985,13.3975423691027
5.04756916645991,0.280246052953839,16.225274721138
3.43893062179858,0.691450347386919,8.66109413110281
3.03931160996731,0.98086656205985,13.3975423691027
5.04756916645991,0.280246052953839,16.225274721138
1.78313628564538,0.880760691202865,29.3640788654575
3.03931160996731,0.98086656205985,13.3975423691027
3.29434299121313,0.855670075765159,31.8523955372841
3.10676415956658,0.964219138832932,11.8147561171655
3.03931160996731,0.98086656205985,13.3975423691027
3.70934183145649,0.683116180232285,19.8083924048573
3.10676415956658,0.964219138832932,11.8147561171655
3.03931160996731,0.98086656205985,13.3975423691027
3.71752969373995,0.850253734342132,26.9919326877529
2.8360543330918,0.791508312088404,13.3323187550342
2.56745724436388,0.902728048367152,22.3200819447303
4.73427934705752,0.767227871855415,13.7012867918992
2.8360543330918,0.791508312088404,13.3323187550342
2.56043341883002,0.944635838853689,14.0920426317105
4.73427934705752,0.767227871855415,13.7012867918992
2.8360543330918,0.791508312088404,13.3323187550342
2.5175229683739,0.883448076094612,14.2389364308878
4.73427934705752,0.767227871855415,13.7012867918992
2.44794138250394,0.991543532663795,21.8536545638248
2.73909919751353,0.958050345303256,13.7088665281933
4.13457558107417,0.82847437197769,16.1296022284443
2.52506332051446,0.974420289465222,20.4061410433871
2.73909919751353,0.958050345303256,13.7088665281933
4.13457558107417,0.82847437197769,16.1296022284443
2.52506332051446,0.974420289465222,20.4061410433871
2.73909919751353,0.958050345303256,13.7088665281933
3.0043802667332,0.964894597297578,16.3034064265749
0.543945630749439,0.948484268486341,128.972401930008
2.73909919751353,0.958050345303256,13.7088665281933
3.0043802667332,0.964894597297578,16.3034064265749
5.92233531231779,0.918911210134639,17.097386659283
2.73909919751353,0.958050345303256,13.7088665281933
4.28327931825641,0.820905437947476,9.05576246687164
5.92233531231779,0.918911210134639,17.097386659283
2.73909919751353,0.958050345303256,13.7088665281933
4.28327931825641,0.820905437947476,9.05576246687164
5.77632999727717,0.868377845886258,15.3479782701485
1.65814042511269,0.926080026250861,45.6543475268388
4.28327931825641,0.820905437947476,9.05576246687164
5.94325690199439,0.741007531088916,7.71154858287895
1.35787939455942,0.949862254150813,47.6353269830045
4.28327931825641,0.820905437947476,9.05576246687164
5.94325690199439,0.741007531088916,7.71154858287895
2.51297919340253,0.820007744481462,42.547247969237
1.28592502977357,0.860139954834383,32.0826290369422
5.66314744195395,0.573996753882191,10.6763966300308
5.23251194525876,0.748706378960533,22.4091228566624
3.76254875586316,0.814528493096163,18.0390431015748
6.38412626710701,0.675956330625192,10.1844717714679
1.66737257225856,0.912657372775809,76.4395603236589
4.64200083630421,0.835012980280337,12.7295377748935
5.71032843384262,0.736079763395005,16.3030177559764
3.02814343413121,0.977825839064267,25.8407355666924
6.04589952193803,0.754899171175029,7.38550345360018
5.24891253713602,0.788856121160302,8.7479133389904
3.02814343413121,0.977825839064267,25.8407355666924
5.56580642389421,0.683942827810114,9.33284026269792
5.24891253713602,0.788856121160302,8.7479133389904
3.02814343413121,0.977825839064267,25.8407355666924
3.90868171060902,0.775930910313166,14.9322039395208
3.58646661998606,0.963341038333305,19.3000614892775
3.02814343413121,0.977825839064267,25.8407355666924
5.06062720467027,0.782618195557726,11.7444354443442
3.58646661998606,0.963341038333305,19.3000614892775
3.77864510105868,0.83892040995798,23.8814558523312
3.92093911415272,0.910268674466926,18.4934574088929
2.90602756018735,0.961482011777012,25.9614074414657
3.0303318873769,0.645516499380539,27.8285035154991
5.04997822685683,0.935169216898724,5.97001637217089
2.85397696724047,0.555429470358712,16.9494114457815
3.93512554840377,0.427158783802626,14.5345752285025
1.59021081906796,0.890902429953932,45.1157421029333
3.83385453519218,0.603846745563041,15.276994399553
2.76787600024659,0.577017147525501,15.5490733059232
3.00073398119335,0.683764247641719,23.5836134589678
3.67181209453363,0.61086423415483,16.8010706942215
2.91274046320691,0.763967438425869,46.587849748336
2.27250634328461,0.78812497500921,27.3300751814247
4.37682041955665,0.645954077514052,6.99041940480007
2.58052253733317,0.722574396795536,57.0090078157965
4.26821371572262,0.633794905849902,10.8243127255643
3.00513396800001,0.909404460155465,6.58147422790238
4.1449710871073,0.606746555993547,16.5734840400745
3.93570249043572,0.864700826229986,5.19091256905224
3.00513396800001,0.909404460155465,6.58147422790238
4.1449710871073,0.606746555993547,16.5734840400745
3.62221174874889,0.820232706051394,10.8953967084937
2.36770004034613,0.934377388527022,11.4762637557504
2.08239798913225,0.732361224265676,19.3570321778554
3.54295489708523,0.797941091631378,16.3339082207087
3.63984389711629,0.910937664258101,12.3264702518144
2.08239798913225,0.732361224265676,19.3570321778554
3.13006004156195,0.873719779505718,16.4554196308223
2.885090490726,0.93337276764871,20.9293894633419
7.09509743455376,0.491220178295913,9.72670823646652
2.50022227067721,0.916143433331026,22.608904133787
2.885090490726,0.93337276764871,20.9293894633419
7.09509743455376,0.491220178295913,9.72670823646652
2.50022227067721,0.916143433331026,22.608904133787
2.885090490726,0.93337276764871,20.9293894633419
3.36486734436768,0.548886170979306,24.6197680844167
2.50022227067721,0.916143433331026,22.608904133787
2.885090490726,0.93337276764871,20.9293894633419
3.95185717535086,0.972276692440433,14.8456727440028
2.31178486679169,0.921087859788774,24.216781657033
2.89466084910975,0.931900720048032,20.8733170648669
3.95185717535086,0.972276692440433,14.8456727440028
2.49238649087418,0.936709814013347,19.7756796355221
2.89466084910975,0.931900720048032,20.8733170648669
3.95185717535086,0.972276692440433,14.8456727440028
2.49238649087418,0.936709814013347,19.7756796355221
0.705145766373379,0.930100847317012,42.4073415056835
3.95185717535086,0.972276692440433,14.8456727440028
2.49238649087418,0.936709814013347,19.7756796355221
0.705145766373379,0.930100847317012,42.4073415056835
4.30633990943684,0.912738717791517,17.700604863821
2.49238649087418,0.936709814013347,19.7756796355221
2.58123446415336,0.925346964153096,28.7504983920088
2.45999661580149,0.908891420640322,20.1537875704598
2.49238649087418,0.936709814013347,19.7756796355221
3.02331975962691,0.998157230486548,17.58394863144
4.15385438990891,0.709102155173653,15.6520305030919
4.66209861943399,0.451498255165207,16.5277632565471
3.02331975962691,0.998157230486548,17.58394863144
4.17312240649031,0.487720752660354,16.678161981172
6.47473068910881,0.684721675553087,10.4680615411728
3.02331975962691,0.998157230486548,17.58394863144
3.10350127321531,0.635125157135493,18.5321011509608
3.77297648044747,0.703648421063434,27.8265438256368
3.02331975962691,0.998157230486548,17.58394863144
3.00942572397598,0.798669092840405,14.900234432852
5.35779691439465,0.689829981004375,5.11130970165933
3.02331975962691,0.998157230486548,17.58394863144
3.00942572397598,0.798669092840405,14.900234432852
5.80785990655583,0.531950203264726,6.47648587387972
3.02331975962691,0.998157230486548,17.58394863144
3.00942572397598,0.798669092840405,14.900234432852
6.73138885571707,0.629697332473199,5.41953196319301
2.78276404748713,0.889596936727425,14.8009751999834
3.08785528251884,0.99856132685261,15.0954087256944
5.13618241899925,0.818222026772523,6.28193252228856
3.45201685894125,0.729408542685367,12.0564996101844
3.08785528251884,0.99856132685261,15.0954087256944
3.23171076467662,0.870635117574562,32.8583046503666
3.45201685894125,0.729408542685367,12.0564996101844
1.69266201579994,0.986911806995781,50.7641926927554
3.34695799684155,0.973655586658008,15.8321303442017
2.47152094158823,0.94923642089081,28.3827598021379
2.97875756704888,0.645418701699088,13.0459607867413
3.34695799684155,0.973655586658008,15.8321303442017
2.69120699344558,0.83286417352558,30.646264645094
2.97875756704888,0.645418701699088,13.0459607867413
2.34508098600128,0.784439768071527,28.8497130841971
2.95245697941394,0.879256667708831,35.0138285030669
3.01622183100918,0.464661832523175,8.76627872662641
2.81848092087536,0.952986251308974,13.1195278496899
2.78410082745901,0.797885175691183,16.9130419617846
3.01622183100918,0.464661832523175,8.76627872662641
2.80345016406842,0.966963407034566,12.9956437345602
2.78410082745901,0.797885175691183,16.9130419617846
4.4412415061258,0.942952300438696,18.8400145453162
2.80345016406842,0.966963407034566,12.9956437345602
2.78410082745901,0.797885175691183,16.9130419617846
3.44598191905101,0.845657635276104,36.6965234709863
2.80345016406842,0.966963407034566,12.9956437345602
3.35874572924811,0.823773502041029,21.8925559700703
3.44598191905101,0.845657635276104,36.6965234709863
2.80345016406842,0.966963407034566,12.9956437345602
4.17116796348112,0.952536100465591,17.1203001764504
3.60426925520073,0.79303057997796,45.7651315577908
2.80345016406842,0.966963407034566,12.9956437345602
5.63170829725645,0.925346871908944,9.51664375107251
7.09742298787203,0.211918935577755,30.4297499016118
2.46981993621411,0.866631360172073,34.4058319894611
5.63170829725645,0.925346871908944,9.51664375107251
3.09913465806434,0.896551758406354,21.2706572461987
2.46981993621411,0.866631360172073,34.4058319894611
5.63170829725645,0.925346871908944,9.51664375107251
3.09913465806434,0.896551758406354,21.2706572461987
2.61305671730131,0.676775177613032,19.5483238274263
5.42049934681944,0.48380843911857,11.4158365295018
2.92402092570295,0.848605189514435,42.9316983691023
3.55872440884385,0.58213792526831,13.981278736955
3.73640555916175,0.828751817670477,12.8637769263089
1.76418238451913,0.925663593338186,72.6904943344486
3.71926356126782,0.728129871531616,24.8571327947725
5.18644971346376,0.771159351101706,4.99854828561211
1.37996334191227,0.866724947915021,83.4034572211421
2.83675011791116,0.609845734106766,18.9941215927714
5.18644971346376,0.771159351101706,4.99854828561211
1.01190677779088,0.892337453761207,86.7097935468382
2.01529968054845,0.807432631946418,17.6588877519929
3.33122623705674,0.925662200450703,14.7071641518394
1.01190677779088,0.892337453761207,86.7097935468382
2.01529968054845,0.807432631946418,17.6588877519929
3.33122623705674,0.925662200450703,14.7071641518394
1.50621512324758,0.895106582222628,71.8463780007855
2.01529968054845,0.807432631946418,17.6588877519929
3.26930901986114,0.939957505189106,16.1786491688432
2.6060291716044,0.882873418034936,60.9954136315464
1.94237766410962,0.853107819997822,29.8808652477919
3.18525551003726,0.950348447279241,14.4876574028467
1.27553055705653,0.883948640115969,81.4839168203257
3.64535104556568,0.812609196303433,7.27058166549531
3.18525551003726,0.950348447279241,14.4876574028467
1.24460768183626,0.860441218117418,81.8285603668736
3.64535104556568,0.812609196303433,7.27058166549531
3.34647447458409,0.985325696125713,14.3156059326609
1.31146891698833,0.943091547918562,79.7333842962869
3.94981339570585,0.70019483459325,13.1711068631419
3.34647447458409,0.985325696125713,14.3156059326609
1.31146891698833,0.943091547918562,79.7333842962869
2.82651997830087,0.668228639666178,48.3640205464726
3.34647447458409,0.985325696125713,14.3156059326609
1.31146891698833,0.943091547918562,79.7333842962869
2.89102145763407,0.631129778017025,43.4722243816038
3.34647447458409,0.985325696125713,14.3156059326609
1.36793285097222,0.943278027888256,78.4971069850061
2.89102145763407,0.631129778017025,43.4722243816038
3.34647447458409,0.985325696125713,14.3156059326609
1.36793285097222,0.943278027888256,78.4971069850061
2.97127706271998,0.683450808074306,47.1352898618803
3.61082008979281,0.988381745710882,10.6276352771307
1.36793285097222,0.943278027888256,78.4971069850061
1.73875359990516,0.945098111851599,49.1229872716563
4.65227445463454,0.844921490546236,9.53570060042619
1.20208321132607,0.942730286461246,82.1283833079972
1.73875359990516,0.945098111851599,49.1229872716563
3.00042437816986,0.916275600904529,13.044507361698
1.48986566568146,0.946603213896611,84.3627935543567
0.910519241494684,0.969635693359536,66.9068649034581
3.00042437816986,0.916275600904529,13.044507361698
1.10773740607963,0.867440974150369,94.3040969966004
0.910519241494684,0.969635693359536,66.9068649034581
3.00042437816986,0.916275600904529,13.044507361698
1.10773740607963,0.867440974150369,94.3040969966004
0.584334917795553,0.991230134402979,56.4721150850113
2.43690389841297,0.955041002133612,13.8441501832275
1.10773740607963,0.867440974150369,94.3040969966004
0.584334917795553,0.991230134402979,56.4721150850113
1.48862614810321,0.973149935334032,20.3026138068199
2.1067281895822,0.772173614747274,70.0943266122096
0.584334917795553,0.991230134402979,56.4721150850113
1.48862614810321,0.973149935334032,20.3026138068199
2.22577974829738,0.817009808657075,68.9178469801924
0.584334917795553,0.991230134402979,56.4721150850113
1.48862614810321,0.973149935334032,20.3026138068199
1.7433226294144,0.851487989107105,62.3931109065217
0.584334917795553,0.991230134402979,56.4721150850113
2.61583144886229,0.647404031706923,14.3114328011103
3.21458058223953,0.87108312977119,10.7098914113776
1.37258956144159,0.993468900122719,43.9038623988279
5.45295495706565,0.549310590694312,10.6139174684647
2.73333565988323,0.905206876108518,17.2368658419666
1.3692551139089,0.999138583804815,43.0283605096938
4.44114848349476,0.774372803712906,6.49305911758198
2.9428443279672,0.887454771109935,12.5283331065234
1.3692551139089,0.999138583804815,43.0283605096938
3.64146438525412,0.828211147066275,10.2333462464526
3.07201305976041,0.99743499260735,15.3315396672722
1.72496088000876,0.956201937267361,46.8593937905945
3.64146438525412,0.828211147066275,10.2333462464526
3.07201305976041,0.99743499260735,15.3315396672722
2.50350205312803,0.979758444460277,28.1779808876871
3.9256849473675,0.868318032249567,14.1084283496993
3.07201305976041,0.99743499260735,15.3315396672722
2.79357776833355,0.969046793080421,25.6340711971535
3.93893668785679,0.930163369765336,15.3414081184219
3.07201305976041,0.99743499260735,15.3315396672722
2.52149699134373,0.919406239426957,27.554941618491
3.93893668785679,0.930163369765336,15.3414081184219
3.08511555936136,0.997949329073631,14.9994569466291
2.52149699134373,0.919406239426957,27.554941618491
3.03462346344309,0.895821513119092,20.3321265104304
3.08511555936136,0.997949329073631,14.9994569466291
1.77157245793071,0.979915730873161,32.6033102021304
3.17767793375947,0.752663283305732,21.5639867180184
3.54176674509679,0.776035647204117,11.8292708510164
1.82336897060521,0.987198206987449,30.1089861729045
2.62952662116523,0.810798639203117,22.8416174599442
2.91542606518383,0.711321570870296,18.6564987888284
1.82336897060521,0.987198206987449,30.1089861729045
4.27098267165309,0.931669945556069,17.9330063002549
3.61966862855687,0.580950149460499,6.74166412544202
1.32293074715848,0.991170422304399,30.9150223557083
5.62655132258604,0.982898075843992,12.1513066178884
3.61966862855687,0.580950149460499,6.74166412544202
1.32293074715848,0.991170422304399,30.9150223557083
5.62655132258604,0.982898075843992,12.1513066178884
4.06013811497965,0.863284895789989,16.8120780487222
1.32293074715848,0.991170422304399,30.9150223557083
5.62655132258604,0.982898075843992,12.1513066178884
3.10507416213913,0.931418599697691,14.5384618913468
1.07436067902837,0.972393542809842,71.7659763226352
5.62655132258604,0.982898075843992,12.1513066178884
3.10507416213913,0.931418599697691,14.5384618913468
1.07436067902837,0.972393542809842,71.7659763226352
2.74146746031718,0.882055036306783,15.3935295058901
3.10507416213913,0.931418599697691,14.5384618913468
1.07436067902837,0.972393542809842,71.7659763226352
2.75633728052151,0.95550266530778,17.6586741270975
1.93568016603658,0.910065926591416,6.33345456646496
1.07436067902837,0.972393542809842,71.7659763226352
2.75633728052151,0.95550266530778,17.6586741270975
3.11381893079582,0.763673813116744,17.5091172312872
0.790801305378794,0.986270149293746,76.3700911450107
2.75633728052151,0.95550266530778,17.6586741270975
1.68163334238078,0.891123266870586,44.7893164189926
0.897993446168001,0.983277044876138,74.334066485692
2.75633728052151,0.95550266530778,17.6586741270975
5.5797341926113,0.840349607880374,15.193673522131
0.897993446168001,0.983277044876138,74.334066485692
5.39008698555953,0.723756436316675,6.81562663903002
5.68668843089339,0.871798421604639,15.8285662686509
0.991193053421651,0.982769724238682,71.245040285606
2.15943539122284,0.936760872689878,23.7297680261797
5.68668843089339,0.871798421604639,15.8285662686509
0.87308846149349,0.992127574712358,45.3492271094784
3.02598414020801,0.964937104619271,24.1008988697104
7.29263139684879,0.7900571468934,7.99405755184588
0.87308846149349,0.992127574712358,45.3492271094784
3.02598414020801,0.964937104619271,24.1008988697104
6.26380823060288,0.813130553377617,6.71147761167142
0.87308846149349,0.992127574712358,45.3492271094784
0.798809773663982,0.830787509076995,79.7064836154309
6.26380823060288,0.813130553377617,6.71147761167142
2.37950929251815,0.855741650158448,38.60310051929
0.798809773663982,0.830787509076995,79.7064836154309
5.89666262758873,0.684362126689927,6.93918749025849
2.37950929251815,0.855741650158448,38.60310051929
1.16581924469673,0.76883509992859,93.76265669131
5.89666262758873,0.684362126689927,6.93918749025849
2.37950929251815,0.855741650158448,38.60310051929
2.39683503771064,0.165376879610009,89.7325493609114
5.89666262758873,0.684362126689927,6.93918749025849
2.37950929251815,0.855741650158448,38.60310051929
4.24675416488336,0.191365565275923,57.3859364590241
6.32404256789609,0.70825861129531,9.05982296908111
2.37950929251815,0.855741650158448,38.60310051929
3.66277016856589,0.248232274013772,8.15084381728096
5.6428530242399,0.765697215263593,12.2674782811151
4.75994463328581,0.889290672380373,17.5684723205694
4.34595975932976,0.141150144874417,8.11463675516078
5.6428530242399,0.765697215263593,12.2674782811151
3.54603107854502,0.891040367990457,23.7758804252149
4.05248046495505,0.0495924373695348,7.74813140546141
3.77402590950573,0.852649923436158,15.7785568719924
2.85911991304152,0.911612130169284,24.1895610369021
4.1937254531677,0.198101953089626,7.14378735246509
3.77402590950573,0.852649923436158,15.7785568719924
4.16104261973785,0.92775119015708,14.6810746997636
4.77497586177625,0.0561580637398051,5.47150995546274
4.32956063778626,0.562722190120558,2.65292224172568
3.91820092005529,0.889695947668449,16.2380244958059
4.16877399467039,0.205602874832156,3.02046990899352
4.18975037777261,0.504917301369463,26.3270647349464
2.60200716487063,0.943553451099538,13.5900188430143
2.72132871381829,0.574052785243956,63.9005971072885
4.73401942728612,0.907700828291387,10.1819127489029
2.60200716487063,0.943553451099538,13.5900188430143
1.5281927548085,0.812801739829348,85.8952537295614
1.43909450672223,0.916423578654755,31.9391388431373
6.98408411125128,0.757695816452764,5.29867881214965
2.8672724696259,0.497756006701863,97.6804092782565
3.02563319917722,0.665501649739792,25.0461721219619
5.04586505336976,0.846098749846301,9.36059858269725
3.41140913210482,0.402857727029715,28.4554000117514
3.73425636164349,0.646062994881721,8.6364219389481
2.55491447179613,0.902591795837876,12.3663746123535
4.94046873940649,0.368606801724299,23.5403159584208
4.01475122143604,0.554466876064459,8.18251602463191
4.04670620507557,0.794950154254324,24.6581237088398
5.16777239874965,0.643608962743818,19.4607036143052
4.46137612793486,0.809337458569653,8.05449259738358
3.97134504477683,0.850111008058439,15.1308057297338
6.130253244206,0.669819019699229,10.3879340478314
4.46137612793486,0.809337458569653,8.05449259738358
3.97134504477683,0.850111008058439,15.1308057297338
5.5397742519747,0.648192899044787,9.93384569718531
4.11194503993187,0.8179030853628,9.21039119698296
4.10559824353697,0.903756054688824,23.4494372686415
5.5397742519747,0.648192899044787,9.93384569718531
4.11194503993187,0.8179030853628,9.21039119698296
4.15993188308517,0.996140525391828,10.3038361020118
4.77732951587268,0.878442220437017,16.733898367871
4.11194503993187,0.8179030853628,9.21039119698296
4.15993188308517,0.996140525391828,10.3038361020118
4.95474325934579,0.964463383546373,6.95128183082537
4.13928311808819,0.816739409330999,8.30451319183484
4.15993188308517,0.996140525391828,10.3038361020118
4.95474325934579,0.964463383546373,6.95128183082537
4.13928311808819,0.816739409330999,8.30451319183484
4.15993188308517,0.996140525391828,10.3038361020118
2.79718266647832,0.868288423553209,19.3907440594174
4.03120374364134,0.958652248537654,15.0860404993088
2.86564657085481,0.954921597507673,16.5153240783861
5.52322816225534,0.948453574824858,7.28973671242478
4.03120374364134,0.958652248537654,15.0860404993088
2.86564657085481,0.954921597507673,16.5153240783861
5.52322816225534,0.948453574824858,7.28973671242478
3.58889762910179,0.906833700458485,8.82778743287389
3.9616700341954,0.93523312977193,15.5421059899322
5.52322816225534,0.948453574824858,7.28973671242478
2.20908643254849,0.938940239265006,23.955389589564
3.9616700341954,0.93523312977193,15.5421059899322
4.94968353768767,0.890195335668648,12.650699352135
2.20908643254849,0.938940239265006,23.955389589564
3.36906587230509,0.875396534787023,14.299061509358
4.94968353768767,0.890195335668648,12.650699352135
2.78747598659002,0.944686931586986,23.6876814587733
1.78924748085907,0.824050779091042,24.2421707342861
6.35807096746202,0.878437786609615,6.34685739607296
2.78747598659002,0.944686931586986,23.6876814587733
1.78924748085907,0.824050779091042,24.2421707342861
4.17433302231297,0.954422683226732,6.44633049364831
3.52199854796101,0.984888635333305,11.5350369163389
1.78924748085907,0.824050779091042,24.2421707342861
3.35157496368775,0.979374621563662,16.9007100088715
3.69381180495973,0.665890533194195,10.5105710765404
1.34143765202183,0.761535379449905,42.1221884674838
1.4753936215648,0.919918871087383,37.5085900858302
3.01820844369974,0.670910645343857,11.1573872612835
1.61730003080291,0.876971124791162,58.9400134167927
3.57597756533796,0.737898285454657,17.7639992454612
4.08494865233419,0.753193347533968,30.3615252301342
1.61730003080291,0.876971124791162,58.9400134167927
3.17681070567129,0.925800187608955,19.8077853315688
3.25754767782341,0.490680118199345,12.8307922712406
1.68317025972162,0.896086787894026,59.7006159713126
2.79489238842391,0.747353739200636,10.1442636275861
3.34776529792386,0.340045902787772,40.3834953866622
1.68317025972162,0.896086787894026,59.7006159713126
5.24432383078866,0.828180486470352,8.86361161448743
3.37198028955739,0.221777765098528,14.6687991214013
1.68317025972162,0.896086787894026,59.7006159713126
5.69555395765149,0.799918060741266,8.23089476913903
4.94955553062855,0.674652232702468,8.82435867486024
1.15070348683588,0.897644894494286,68.1397607932515
6.23102695207726,0.805855688848772,7.33626915134299
6.58948679943711,0.626404690181744,4.621240699784
1.32659674113139,0.844040944135499,77.3419432625517
6.23102695207726,0.805855688848772,7.33626915134299
7.8599864636548,0.804823542572274,4.03807374717113
1.65047736299069,0.938061135764877,69.531333950322
5.44445806330467,0.751537126667983,9.92692705856426
5.43436930795996,0.985033000792835,8.79256638871408
1.82383376734071,0.937793092454269,61.4016122670053
3.19641920438294,0.570961307955748,9.68022774665639
3.19064430906214,0.925158716333357,25.1066515733668
1.49973338983274,0.965077687322886,66.8532516092166
3.19641920438294,0.570961307955748,9.68022774665639
2.9166415500854,0.928601401353207,18.2655173476995
3.99288928761112,0.914106263663191,7.33959155549522
3.4662949863363,0.614434156113562,13.6080558384134
4.18587043169763,0.91840794065103,10.9610477333277
2.71954320662571,0.947672111757941,11.8681919860216
4.76042033342624,0.771422343045596,7.78456699141692
4.18587043169763,0.91840794065103,10.9610477333277
2.41203830592447,0.588230231976396,14.2371811430267
4.66739249966645,0.920633074257637,8.16291004608557
4.18587043169763,0.91840794065103,10.9610477333277
2.41203830592447,0.588230231976396,14.2371811430267
4.87696492692606,0.958275341365453,8.03965470674899
4.18587043169763,0.91840794065103,10.9610477333277
3.04226308123486,0.150010941418434,5.60722286728148
5.52907530802458,0.95709029414887,11.5931499067815
3.27105485100236,0.959096230612131,10.229609165682
4.97505655910741,0.30954987568478,9.63506863145467
5.52907530802458,0.95709029414887,11.5931499067815
4.23172405559393,0.882484497662377,7.83387251092905
5.07398660140458,0.602085703936175,7.68221581095948
5.52907530802458,0.95709029414887,11.5931499067815
4.23172405559393,0.882484497662377,7.83387251092905
4.84504207382618,0.573511376712161,8.72703273266514
5.52907530802458,0.95709029414887,11.5931499067815
4.14276787940197,0.857789525115604,17.0034813770518
2.56050716476726,0.990119608152482,20.4643893951879
5.21102655802533,0.815212071702107,19.3866007688859
4.14276787940197,0.857789525115604,17.0034813770518
3.30848292208921,0.919423640414179,11.822491051724
5.70596351723876,0.821452429276574,6.29175633889506
4.14276787940197,0.857789525115604,17.0034813770518
3.3616509057208,0.91729984534086,11.0301239042045
